gold,estate,cryto,stock,class,risk,profit
21.71,60.77,1017.95,85.07,C,Y,444.59
27.72,69.88,1007.58,72.25,B,Y,434.02
9.34,38.08,1019.56,67.74,A,N,482.06
31.12,68.14,1003.67,67.36,B,N,427.06
12.14,44.85,1014.36,60.04,C,N,476.68
12.24,40.96,1023.22,78.74,C,N,475.32
25.67,69.88,1007.84,83.32,B,N,441.35
28.6,61.86,1011.86,62.13,C,Y,439.74
33.63,70.4,1004.02,53.6,B,N,430.05
20.23,57.76,1016.84,81.26,C,N,452.5
13.3,50.59,1019.38,92.96,C,Y,469.13
20.77,45.87,1008.07,76.22,B,Y,452.71
20,56.53,1020.43,75.94,A,Y,454.86
7.34,40.72,1023.01,80.08,C,N,483.92
21.71,65.27,1013.24,63.58,B,N,444.91
25.16,58.82,1009.63,72.62,B,N,442
17.35,39.39,1013.18,67.67,C,N,467.85
21.6,66.86,1013.02,54.19,A,Y,450.84
9.89,40.64,1020.59,98.35,B,N,478.13
13.32,44.9,1007.72,78.64,B,N,466.3
24.8,50.23,1016.62,63.13,C,Y,453.56
26.38,44.89,1009.14,51.79,B,Y,442.13
19.93,57.25,1010.6,89.34,A,Y,455.15
9.33,36.3,1027.88,79.23,B,Y,479.6
13.85,45.08,1024.86,83.85,B,Y,468.35
24.51,62.08,1022.58,57.44,B,Y,447.04
27.78,68.67,1005.59,59.17,C,Y,439.92
23.85,52.3,1005.9,70.95,B,N,441.99
13.75,40.89,1011.21,82.8,C,N,471.42
34.2,68.14,1002.7,56.09,A,N,427.05
19.04,68.28,1004.52,86.16,A,Y,444.54
24.85,67.9,1005.9,64.55,C,N,445.18
22.51,66.49,1014.59,63.03,B,Y,453.08
26.88,60.96,1012.1,57.9,C,Y,446.77
15.48,47.83,1004.88,81.68,C,N,463.67
23.56,73.67,1007.13,87.1,B,N,439.27
19.43,52.9,1018.35,61.12,A,N,456.08
29.97,67.9,1006.09,61.6,C,Y,434.14
18.97,50.59,1016.01,74.9,B,N,459.68
21.37,81.56,1006.57,81.56,C,N,434.38
20.09,61.27,1020.05,70.71,A,Y,451.43
22.41,66.56,1003.3,88.71,A,N,435.75
24.51,68.63,1014.15,45.1,A,N,447.66
26.01,74.33,1015.69,81.22,A,Y,435.82
28.32,68.12,1011.62,46.75,B,N,433.59
13.68,45.08,1024.91,85.26,B,Y,467.02
8.83,41.14,1025.37,94.36,B,N,474.51
24.75,58.79,1009.87,71.97,B,N,444.79
30.64,74.87,1009.44,59.01,B,Y,437.43
26.68,49.02,1008.4,68.01,A,N,441.54
23.38,48.6,1004.45,69.19,C,N,440.9
23.48,70.79,1006.7,88.57,B,N,432.25
14.03,49.15,1020.5,83.65,B,N,467.16
24.26,47.93,1003.87,70.44,C,Y,439.16
13.08,42.32,1016.63,83.72,C,N,462.41
23.78,69.71,1008.79,83.17,C,Y,443.06
27.71,75.23,1010.21,59.75,C,N,440.7
21.97,65.61,1016.09,73.29,C,Y,447.05
15.54,41.23,995.45,83.73,C,N,463.06
31.03,74.33,1011.55,63.45,B,N,429.35
31.12,69.13,1009.61,56.54,B,Y,429.41
7.11,41.74,1022.35,90.68,B,N,487.85
13.07,42.18,1014.98,87.77,B,Y,461.71
22.86,62.52,1016.23,70.67,C,N,447.96
6.14,40.62,1015.71,86.51,C,N,481.66
14.3,53.82,1016.64,63.9,A,N,465.42
17.93,44.63,1003.54,87.41,C,N,458.96
25.9,71.73,1010.18,74.83,C,Y,434.84
23.72,58.62,1016.32,71.17,C,N,447.13
13.83,38.73,999.62,91.95,A,N,469.81
21.71,76.86,1006.71,76.86,A,Y,438.41
28.76,66.56,1006.07,62.41,C,N,432.3
15.28,43.71,1024.32,81.24,B,Y,463.44
13.95,38.73,1003.87,83.94,A,Y,468.21
22.19,58.49,1010.91,77.03,A,Y,449.4
22.75,58.86,1016,67.34,A,N,448.32
28.52,64.96,1005.9,70.79,A,N,431.36
23.9,61.47,1009.01,81.05,C,N,438.73
31.88,70.36,1006.2,57.51,A,N,438.42
10.4,42.44,1014.24,93.48,A,N,480.04
21.31,49.39,1020.18,71.35,A,Y,455.34
29.72,71.97,1008.6,79.25,C,N,431.22
20.92,49.15,1021.15,49.76,C,Y,455.32
13.48,40.35,1011.71,69.44,B,Y,474.72
21.36,58.95,1018.35,78.87,B,Y,443.93
6.75,39.9,1008.3,87.42,C,N,484.05
18.11,58.95,1016.61,89.17,C,Y,454.29
26.2,71.73,1010.14,76.14,C,N,430.89
22.89,80.25,1006.38,80.25,A,N,446.15
26.12,63.94,1017.97,44.81,B,Y,441.46
9.84,40.22,1009.5,85.38,C,N,479.65
14.13,48.92,1011.72,78.06,C,N,464.17
9.05,36.3,1027.44,74.85,C,N,479.43
22.21,60.77,1018.21,84.96,C,Y,444.57
18.73,40.12,1013.19,74.12,A,Y,454.71
10.53,40.64,1020.62,98.43,C,N,477.99
21.47,58.79,1017,76.97,C,N,446.33
6.03,41.17,1019.81,84.2,B,N,488.57
23.55,65.12,1016.23,66.65,C,Y,446.44
9.26,40.78,1023.61,88.48,C,N,471.79
14.18,42.99,1007.19,73.21,C,Y,468.35
6.67,39.37,1020.31,73.56,A,N,488.13
24.1,71.97,1009.92,91.27,C,Y,443.09
25.35,72.99,1007.65,84.09,B,N,436.29
23.21,58.49,1010.97,74.34,C,Y,448.09
11.44,43.13,1014.88,63.88,C,Y,477.57
12.75,40.64,1020.44,83.17,C,N,466.93
30.01,68.27,1006.88,51.67,A,N,428.6
27.18,61.41,1012.17,46.11,C,Y,449.7
8.3,43.13,1020.02,83.11,A,N,484.07
26.2,71.73,1009.99,74.99,C,Y,434.08
22.4,68.31,1009.52,83.5,C,Y,446.91
14.66,43.13,1014.97,46.31,C,N,467.87
24.96,70.47,1007.73,76.48,A,Y,438.23
26.5,66.05,1017.03,61.34,B,Y,440.15
24.39,58.41,1013.65,80.93,C,Y,445.39
3.91,35.47,1016.92,86.03,B,Y,488.67
14.8,44.92,1024.06,91.67,A,Y,464.01
10.22,39.64,1010.72,63.05,C,Y,477.22
13.48,41.92,1030.2,65.96,A,Y,463.9
17.83,43.72,1008.64,78.72,A,N,453.86
31.63,65.74,1010.83,50.59,C,N,437.54
23.16,69.94,1004.92,68.68,C,N,438.48
21.7,64.69,1007.93,78.37,C,Y,448.76
13.92,41.16,1000.98,83.89,B,Y,454.15
12.22,41.2,1016.81,81.22,C,N,474.96
21.62,58.59,1012.93,67.05,C,Y,445.92
9.3,38.18,1017.19,71.51,A,N,480.14
32.55,70.94,1006.75,43.15,B,Y,432.07
13.32,38.73,1005.37,88.48,B,Y,472.33
19.83,59.44,1012.98,91.24,B,Y,446.15
22.16,64.63,1020.81,68.47,B,N,451.86
15.81,58.59,1014.41,90.03,C,N,456.91
24.46,68.61,1011.02,76.66,C,N,440.58
29.1,73.4,1011.35,57.31,A,Y,436.85
24.37,70.02,1010.97,71.97,C,Y,443.53
7.48,38.5,1014.01,77.35,C,N,488.43
8.58,40.72,1022.04,87.55,A,N,480.96
19.69,56.65,1020.82,71.54,B,Y,453.96
18.14,43.56,1012.83,47.1,C,Y,461.71
18.21,39.54,1009.81,70.92,C,N,461.73
27.07,77.95,1012.34,76.64,A,N,433.61
15.62,38.28,1014.5,77.01,A,N,465.7
25.61,47.43,1008.62,54.51,B,Y,442.96
15.41,42.44,1012.6,86.74,B,Y,472.28
20,63.31,1017.06,63.1,C,N,449.68
25.87,57.32,1012.06,44.13,C,Y,442.87
14.43,38.91,1013.28,70.26,B,Y,468.83
9.14,38.91,1018.62,89.88,B,N,476.57
25.24,68.28,1000.26,78.17,C,Y,435.9
27.06,43.77,1011.02,42.61,B,Y,442.15
18.06,52.08,1003.73,100.09,A,N,452.19
23.15,58.79,1011.11,82.49,C,Y,447.71
25.38,74.67,1016.61,81.34,C,N,435.41
30.65,65.18,1012.51,42.32,B,N,436.79
8.49,43.69,1016.93,85.63,A,Y,483.62
29.86,69.34,1009.61,61.27,A,Y,438.5
29.12,66.56,1006.9,49.79,B,Y,429.94
10.35,38.38,1020.77,74.55,B,Y,477.76
30.3,73.9,1006.72,55.13,C,Y,440.79
21.31,46.97,1014.08,62.57,A,N,455.76
15.17,54.3,1017.38,72.11,C,N,464.39
11.87,40.55,1019.06,94.11,B,Y,473.79
24.1,68.61,1010.97,74.87,C,N,443.75
23.92,73.17,1011.81,92.33,B,N,433.78
13,48.79,1017.14,85.23,A,Y,464.12
24.14,41.1,1002.1,38.49,A,Y,450.13
30.19,66.54,1004.39,61.43,B,N,428.37
22.08,69.94,1008.41,72.86,B,N,441.57
26.86,72.58,1009.22,88.39,A,Y,428.69
13.55,40.1,1014.57,81.48,B,Y,469.57
13.18,43.8,1023.18,61.21,C,N,467
7.2,40.35,1011.83,95.59,C,Y,484.9
11.37,41.5,1013.57,88.82,A,Y,475.94
13.93,39.64,1011.8,82.64,C,N,470.84
10.32,40.35,1011.64,84.05,C,N,481.51
16.32,50.88,1013.37,97.19,C,N,458.28
4.16,35.47,1017.72,88.49,A,N,486.7
28.26,72.43,1006.68,72.3,B,N,426.2
29,69.68,1012.78,66.09,C,N,442.79
31.63,68.3,1014.8,42.02,A,Y,426.86
28.19,68.08,1013.41,43.93,B,Y,436.43
13.93,40.2,1013.41,89.86,B,Y,466.47
30.92,80.18,1010.11,72.47,C,Y,432.35
19.89,69.48,1011.06,86.73,C,N,447.63
25.86,76.2,1005.73,69.35,A,N,438.75
10.81,44.63,1020.61,88.29,B,N,473.86
18.26,69.94,1004.1,97.39,C,N,443.59
18.61,63.09,1019.37,83.08,C,N,449.81
25.34,65.61,1014.61,57.51,B,N,442.82
21.28,70.72,1010.29,86.22,C,Y,445.54
12.88,43.8,1023.19,59.18,B,N,468.19
33.68,68.14,1002.75,56.05,B,N,427.53
8.66,44.68,1022.99,95.45,C,N,479.62
8.26,40.96,1025.23,89.22,A,N,485.73
9.03,40.71,1025.98,81.94,A,Y,484.97
14.85,39.39,1013.93,76.27,C,Y,468.84
3.21,38.44,1016.9,86.34,A,Y,491.35
15.71,39.3,1019.2,62.28,A,Y,462.84
26.52,43.77,1011.49,46.98,B,N,440.31
14.18,40.69,1014.73,74.88,A,Y,471.52
13.89,45.08,1024.64,82.29,C,Y,467.74
10.12,41.78,1013.43,73.47,C,Y,477.67
21.12,63.91,1009.33,96.14,C,Y,447.64
26.68,63.73,1009.7,71.55,C,N,439.69
19.65,62.1,1019.46,77.82,A,N,449.13
23.47,69.71,1009.66,88.83,A,Y,442.23
16.71,40.55,1004.45,81.64,C,Y,464.13
5.21,35.79,1012.44,94.35,B,Y,485.17
28.13,68.12,1012.6,44.71,B,Y,435.85
12.14,45,1023.9,89.2,A,N,476.6
23.7,69.23,1011.73,73.18,B,Y,437.15
29.52,75.33,1002.62,70.64,B,N,433.39
13.49,41.78,1010.66,63.34,B,N,467.92
28.24,65.74,1013.4,64.87,A,N,438.47
16.48,68.28,1004.27,99.89,C,N,449.7
14.01,42.74,1029.16,68.31,C,Y,466.15
24.56,66.75,1018.5,77.47,A,Y,435.03
28.94,71.64,1006.59,69.24,A,Y,438.96
19.71,43.43,1009.58,65.71,C,N,456.24
11.06,41.5,1013.09,89.8,B,N,476.24
22.99,60.77,1017.97,78.47,C,N,447.62
19.87,48.14,1016.94,81.56,C,N,451.14
23.77,59.21,1011.97,80.08,C,Y,440.08
20.99,50.12,1008.82,95.97,C,N,448.07
10.32,41.01,1021.04,95.3,B,Y,467.81
26.72,56.9,1007.12,58.54,C,Y,435.16
14.55,44.84,1023.83,87.6,C,Y,465.14
4.89,45.87,1007.58,99.35,A,Y,482.69
19.49,46.63,1013.11,88.01,C,Y,451.31
24.44,59.21,1017.36,61.45,C,Y,445.82
7.99,36.08,1020.08,83.2,A,N,481.35
27.28,51.43,1011.46,51.38,C,N,450.53
26.23,59.07,1008.2,78.93,C,Y,440.18
9.46,41.4,1026.78,87.58,B,N,480.82
15.01,39.52,1017.53,72,C,N,468.02
24.86,63.47,1011.5,71.78,C,N,441.68
20.47,58.16,1016.97,68.6,C,N,453.99
27.09,49.3,1003.93,61,A,Y,437.44
11.48,36.18,1017.03,61.62,C,N,469.44
7.84,40.07,1016.68,47.63,A,Y,488.7
15.97,52.72,1024.72,65.97,B,Y,462.64
29.55,67.69,1004.88,48.68,A,Y,428.77
11.63,40.55,1022.89,87.12,C,Y,474.67
22.96,45.01,1012.21,50.81,C,N,450.37
13.61,40.71,1022.36,72.87,A,N,475.23
22.17,70.47,1011.07,82.57,C,Y,441.14
15.45,61.27,1019.87,79.21,C,N,456.59
25.08,61.02,1010.01,73.21,B,Y,437.31
24.98,71.98,1006.59,90.61,A,N,432.06
20.57,44.9,1008.39,62.69,C,Y,456.18
12.33,38.91,1017.24,79.84,C,N,472.49
8.29,36.08,1020.38,81.53,A,N,483.26
25.47,59.92,1010.08,77.18,C,Y,439.84
28.2,66.75,1018.35,60.18,C,Y,433.46
29.05,70.32,1011.33,72.5,C,Y,437.16
27.03,65.12,1015.94,45.1,C,Y,441.62
27.25,73.03,1014.15,68.52,C,Y,439.78
30.71,71.85,1008.07,72.05,C,Y,425.16
20.94,49.02,1008.91,87.32,A,N,448.18
9.06,43.79,1016.05,81.32,B,Y,482.8
26.8,58.84,1001.2,65.03,C,Y,445.76
25.77,65.48,1018.07,51.47,A,Y,440.96
16.77,50.9,1013.24,84.4,B,N,459.91
11.73,37.92,1008.02,72.68,C,N,472.51
19.72,65.94,1010.53,82.12,C,Y,446.84
24.42,66.56,1002.04,84.7,C,N,434.18
18.68,59.14,1016.96,77.09,C,N,452.85
14.22,45.08,1023.26,84.41,C,N,466.47
23.81,57.5,1015.53,70.66,C,Y,448.72
7.91,38.56,1016.48,68.94,B,N,485.95
21.32,45.01,1012.23,59.94,B,N,452.75
24.75,52.84,1005.47,69.61,C,N,442.6
26.81,56.57,1013.68,61.6,C,N,442.94
25.99,49.82,1015.95,58.56,C,Y,452.09
10.59,41.26,1008.1,98.27,A,Y,474.76
6.33,42.07,1004.25,77.1,B,N,484.57
22.26,44.89,1009.51,78.93,B,Y,447.07
15.9,39.99,1007.03,78.49,C,Y,465.5
23.14,58.18,1008.89,81.82,A,Y,444.51
19.48,58.79,1017.6,88.72,B,Y,450.55
13.19,44.88,1017.61,94.95,C,Y,467.68
27.4,69.84,1002.98,76.48,C,N,430.54
29.41,59.27,1011.36,52.37,A,N,441.99
25.22,71.85,1009.78,68.96,C,Y,438.71
22.31,70.32,1009.22,89.53,B,N,437.83
7.64,42.28,1008.49,83.42,C,Y,483.74
14.68,43.99,1023.36,86.79,C,N,461.91
15.12,48.92,1011.8,72.93,A,Y,462.59
20.96,61.27,1019.99,67.32,A,N,448.77
5.95,39.48,1005.16,63.6,B,Y,486.07
25.13,57.69,1007.43,78.43,C,N,437.8
11.58,40.66,1017,97.13,C,N,466.42
20.21,59.14,1016,70.38,A,Y,448.79
16.64,43.14,1019.03,82.88,A,N,459
8.86,36.71,1025.64,79.65,B,Y,478.88
19.72,47.03,1012.1,90.36,A,N,458.59
8.27,38.56,1016.47,66.6,C,N,485.31
30.19,68.08,1010.95,50.34,A,N,431.25
20.06,56.53,1020.38,75.16,A,Y,455.99
13.16,43.41,1016.43,79.47,C,Y,465.6
24.01,65.46,1014.17,43.02,C,N,443.81
9.78,40.03,1017.33,92.11,B,N,480.59
16.85,42.24,1017.43,66.01,C,N,472.63
15.12,39.16,1006.55,76.99,B,Y,463.78
24.45,66.49,1014.24,58.15,C,N,449.22
9.14,42.44,1014.48,92.03,B,N,481.46
26.02,68.67,1006.73,75.19,C,Y,440.12
21.46,51.61,1010.91,76.41,A,N,457.28
13.18,40.24,1016.81,86.71,B,Y,469.35
5.79,38.68,1017.19,70.46,A,Y,487.4
13.56,49.83,1007.01,89.86,B,N,466.33
11.95,42.07,1018.52,84.73,B,Y,467.91
9.15,44.03,1012.45,81.67,B,Y,474.26
28.96,66.54,1002.54,56.33,C,N,429.48
21.23,50.59,1017.42,69.26,A,N,453.95
10.73,40.35,1012.27,89.65,C,N,477.23
6.1,39.33,1010.4,95.34,A,Y,491.37
25.5,63.91,1009.4,75.22,C,N,444.26
29.1,76.2,1006.28,60.22,B,N,435.97
22.58,58.12,1014.88,80.59,B,N,448.32
19.53,66.54,1013.72,81.46,B,Y,451.19
20.07,51.3,1011.9,94.62,A,N,450.46
24.96,77.54,1008.25,80.6,C,Y,433.4
21.08,63.13,1013.53,98,C,N,443.51
12.54,43.69,1017.26,83.59,B,Y,470.04
6.64,35.19,1019.83,76.01,B,N,484.03
16.78,37.2,1011.97,68.94,A,Y,471.24
25.56,75.6,1017.37,69.31,A,N,442.2
14.02,40.75,1016.05,70.65,C,Y,470.48
29.45,70.02,1010.28,65.93,B,Y,437.82
28.97,78.92,1011.71,88.5,A,Y,430.98
6.11,38.68,1017.53,79.23,A,N,482.97
28.53,49.3,1003.83,59.69,C,Y,438.17
31.71,69.04,1008.79,49.32,C,Y,441.15
32.45,44.37,1005.05,44.37,C,N,429.81
30.53,73.21,1000.37,74.17,C,Y,430.2
15.02,41.48,1015.19,58.69,C,Y,456.04
24.91,58.69,1008.22,82.81,B,N,435.96
22.21,69.71,1009.69,96.85,C,N,440.14
24.51,65.12,1016.18,62.39,A,N,447.46
18.9,60.07,1016.02,71.38,C,Y,451.5
28.51,76.09,1007.88,78.2,A,Y,438.28
27.88,75.23,1011.33,58.91,B,N,439.33
24.33,49.16,1003.46,61.04,A,N,441.2
20.36,57.5,1014.36,82.96,C,Y,452.28
11.15,40.64,1020.65,97.95,A,N,477.79
21.16,50.66,1014.13,72.77,B,N,455.86
30.47,70.83,1010.91,46.94,C,N,444.39
31.68,74.16,1011.3,55.94,A,Y,434.61
19.8,49.15,1020.88,61.88,C,N,461.78
32.33,67.83,1008.11,57.48,B,Y,427.84
18.67,58.46,1016.73,87.7,C,N,447.16
29.42,69.14,1007.32,75.04,C,N,437.75
27.84,71.32,1007.72,79.25,A,Y,431.37
22.59,65.06,1014.36,62.44,C,N,444.6
10.38,41.01,1020.8,94.26,A,Y,465.9
8.32,39.64,1010.93,78.21,C,N,479.69
30.34,71.25,1000.94,67.29,A,Y,431.18
12.38,45.51,1016.15,81.37,A,Y,470.46
11.23,43.7,1016,91.75,B,Y,476.04
24.19,46.93,1013.4,49.39,C,Y,446.3
30.17,75.08,1005.17,55.89,C,Y,438.89
28.5,71.32,1002.54,69.35,B,N,435.7
14.78,38.58,1017.02,82.4,A,N,460.54
11.48,41.2,1012.88,90.04,C,N,478.34
9.59,34.69,1027.65,75.32,B,Y,478.88
20.42,60.77,1017.65,87.07,C,Y,447.85
20.76,58.79,1017.22,78.75,B,N,447.07
13.53,40.71,1023.83,61.59,A,N,474.7
34.4,77.95,1009.83,57.86,A,Y,430.87
33.6,74.33,1012.31,35.66,C,N,428.62
6.03,41.17,1019.81,84.2,B,N,488.57
28.62,69.71,1009.67,62.12,B,Y,437.52
19.72,44.78,1009.27,39.18,A,N,464.54
11.54,40.77,1022.13,83.5,A,N,465.61
19.39,60.1,1010.28,83.31,A,Y,452.57
9.59,37.14,1013.8,72.85,B,N,474.74
12.31,40.64,1020.71,94.6,C,N,475.65
23.61,63.94,1012.9,87.06,B,N,441.57
7.61,39.42,1024.93,74.77,A,N,475.55
18.51,58.46,1017.21,88.1,C,N,448.39
7.53,43.65,1018.58,64.85,B,N,479.15
10.5,52.72,1026.32,85.04,B,N,468.01
24.99,58.79,1016.37,67.16,B,Y,439.2
6.15,40.07,1020.2,66.64,A,Y,494.3
30.54,67.45,1014.37,32.97,B,Y,431.35
13.44,39.39,1012.93,84.29,C,N,469.67
31.27,73.77,1003.27,71.48,A,N,430.32
16.13,39.99,1007.04,80.49,C,N,465.25
30.97,67.69,1005.61,50.88,A,N,425.35
15.37,43.34,1014.84,80.37,C,N,460.02
21.25,66.86,1012.99,60.65,B,Y,455.72
14.89,39.82,1013.23,82.49,B,N,470.19
6.65,40.77,1021.79,88.84,B,N,482.9
30.26,72.58,1007,65.51,C,N,425.71
33.71,69.98,1013.09,42.62,A,N,431.99
8.6,40.77,1011.8,89.45,B,N,480.82
29,75.33,1001.6,71.43,A,N,432.65
10.02,41.44,1017.37,77.65,C,Y,479.63
28.75,64.69,1007.1,60.37,C,N,437.94
37.11,68.94,1006.23,31.15,C,Y,429.25
30.06,67.25,1017.63,53.59,B,Y,435.02
30.68,69.68,1012.86,56.56,C,Y,438.68
30.08,73.42,1011.17,63.86,B,Y,434.95
6.98,40.35,1011.92,94.72,C,N,484.19
29.17,73.17,1009.87,60.97,C,Y,432.07
21.93,60.84,1017.8,82.61,C,N,443.89
15.11,43.67,1012.06,91.75,C,Y,467.82
25.68,70.17,1001.38,85.89,C,Y,433.92
30.44,56.24,1005.19,56.24,C,N,429.34
20.36,65.27,1011.73,70.8,C,N,445.67
26.47,47.43,1009.09,54.94,C,N,439.4
13.9,39.54,1007.01,81.33,A,Y,471.16
21.81,60.27,1015.93,91.38,B,N,441.85
9.08,42.49,1010.67,85.35,C,Y,481.46
32.31,77.95,1010.15,62.17,A,N,430.15
27.96,73.42,1011.11,71.93,C,N,435.93
9.23,42.44,1014.34,94.2,B,Y,481.29
25.66,61.08,1013,71.21,B,N,446.05
19.2,61.27,1020.02,65.53,A,N,455.2
24.81,59.87,1018.56,61.18,A,Y,444.89
24.1,60.29,1008.2,61.81,A,N,449.79
28.33,68.14,1004.63,71.21,C,Y,431.27
19.53,50.32,1009.71,94.46,B,N,449.59
29.37,74.78,1009.47,55.65,C,Y,434.2
24.44,69.84,1005.34,80.37,B,Y,430.3
31.35,67.32,1013.74,38.56,C,N,439.81
28.98,62.66,1009.1,52.62,B,Y,438.45
21.05,63.09,1016.49,91.23,B,N,447.45
25.03,60.27,1017.9,72.04,C,N,438.24
14.78,54.3,1016.96,68.53,B,Y,463.75
25.24,67.45,1013.56,50.91,A,Y,438.99
16.7,50.88,1015.11,97.25,C,Y,456.18
16.44,53.16,1014.82,75.29,A,N,458.49
25.18,71.98,1006.71,89.86,C,N,432.88
23.51,48.98,1014.63,41.56,C,Y,454.06
20.56,64.45,1012.24,53.09,C,Y,458.97
26.63,43.77,1011.33,49.3,B,N,440.95
27.4,69.13,1001.4,82.47,B,N,426.18
26.91,65.34,1014.19,50.7,A,Y,443.6
23.75,67.9,1006.25,70.17,B,N,445.22
27.79,69.23,1012.86,45.71,C,Y,435.06
27.41,63.07,1011.5,55.3,A,Y,445.02
7.98,43.52,1022.45,97.68,A,Y,481.93
11.98,44.58,1016.45,78.8,B,N,477.56
27.1,73.21,1002.97,89.68,C,Y,430.87
12.93,45.51,1015.27,87.27,C,Y,469.83
18.91,45.01,1012.9,59.81,C,Y,456.12
26.9,66.48,1004.47,54.71,C,N,432.95
14.36,40,1016.16,68.79,A,Y,460.42
8.81,43.56,1014.99,81.5,C,Y,482.52
18.36,53.16,1013.31,83.18,C,N,458.47
11.48,37.92,1008.47,70.55,A,N,472.9
25.92,73.77,1001.27,94.28,A,Y,432
11.01,43.69,1016.7,81.48,B,Y,477.3
26.31,66.48,1005.93,63.9,C,N,432.89
9.99,42.07,1018.78,85.68,C,Y,471.6
12.84,40.8,1026.95,69.86,C,N,475.59
21.07,67.07,1004.64,86.16,C,N,446.05
17.7,38.52,1020.15,69.8,C,Y,455.5
14.36,41.26,1021.16,73.43,B,Y,462.25
24,58.05,1011.28,74.32,C,N,447.16
12.17,41.58,1013.89,88.98,A,N,463.03
19.58,50.12,1009.82,100.1,A,N,449.44
25.73,66.54,1010.07,55.97,B,Y,437.07
23.85,74.22,1009.99,82.72,C,Y,441.66
26.45,73.5,1010.31,74.33,B,Y,433.44
20.95,44.89,1010.48,67.97,C,N,450.39
21.29,59.04,1012.49,84.23,B,N,445.37
14.32,71.14,1019.87,79.15,C,N,460.02
19.65,63.91,1009.26,99.08,B,Y,444.9
28.09,77.95,1017.07,70.98,A,Y,436.94
33.87,71.32,1007.91,39.48,C,N,435.89
13.72,41.62,1011.14,75.79,A,Y,455.52
9.47,41.4,1026.49,87.9,C,Y,479.68
32.19,69.13,1000.45,48.22,C,N,425.21
18.73,46.48,1007.19,79.23,A,N,450.74
6.09,43.65,1020.95,71.15,C,Y,485.96
24.43,67.25,1017.99,74.27,A,N,436.5
25.24,66.54,1002.07,81.22,B,N,433.86
26.26,71.73,1009.59,80.06,B,N,430.79
26.15,64.27,1013.03,59.77,C,Y,439.11
7.77,41.82,1032.72,72.8,B,N,479.4
27.92,63.07,1010.75,45.26,A,Y,442.87
31.62,64.05,1010.94,58.93,A,Y,439.09
12.47,45.01,1017.8,95.25,B,Y,467.18
31.41,74.16,1008.65,68.5,B,Y,430.37
32.63,74.99,1002.42,40.07,C,Y,432.79
21.97,58.12,1014.21,85.93,A,N,448.91
22.68,58.82,1010.11,82.8,B,N,443.86
10.82,44.63,1020.64,90.26,A,N,473.23
32.37,68.67,1005.45,47.98,A,N,430.35
10.89,40.81,1025.82,81.18,A,Y,478.23
25.45,70.04,1011.2,82.48,A,Y,430.2
10.91,42.34,1021.83,94.99,C,N,470.91
6.75,39.4,1011.28,90.84,A,Y,483.77
21.36,45.61,1013.43,83.64,A,Y,456.85
23.45,45.61,1012.84,73.42,C,Y,454.92
4.04,35.47,1017.51,87.35,A,Y,486.86
15.4,38.73,1000.67,79.71,B,N,469.18
25.54,49.16,1003.64,47.4,B,Y,443.55
22.61,59.87,1019.12,66.12,B,Y,441.2
8.62,39.66,1015.18,89.59,A,Y,482.99
13.84,41.26,1020.92,74.74,A,N,462.46
21.31,69.05,1002.46,73.42,C,N,440.97
28.54,58.33,1013.9,49.4,B,Y,439.28
20.35,67.45,1015.14,69.22,A,Y,447.64
24.54,65.46,1014.27,40.77,B,Y,446.26
5.84,40.62,1018.58,82.73,A,Y,482.1
26.47,69.51,1009.51,65.02,B,Y,433.89
10.79,43.56,1015.15,73.01,A,Y,479.64
18.3,44.06,1017.95,63.24,A,N,456.32
28.79,68.51,1013.02,62.84,C,N,432.51
23.07,49.02,1009.07,84.1,C,N,444.22
31.25,74.34,999.06,69.85,A,Y,432.22
18.16,39.99,1007.73,70.54,C,Y,463.69
25.06,74.33,1014.05,69.02,B,N,437.27
26.71,59.39,1014.24,66.45,C,Y,439.33
26.45,75.6,1017.42,74.5,A,Y,436.89
18.67,47.83,1005.12,82.97,A,Y,454.47
10.29,40,1021.46,90.6,A,N,479.58
5.52,39.33,1009.74,95.25,C,N,492.39
23.41,54.42,1012.86,70.12,B,N,454.68
29.91,74.9,1003.36,69.34,C,Y,434.93
19.92,46.97,1014.32,69.17,C,Y,459.39
26.85,63.56,1013.25,52.84,C,Y,444.39
23.59,58.62,1017.81,66.68,C,N,448.09
22.72,63.73,1012.63,82.14,C,N,448.56
20.3,62.52,1017.96,75.17,C,N,451.86
17,45.09,1013.52,88.32,C,N,458.94
8.89,41.54,1019.27,82.87,A,N,483.82
12.61,41.79,1015.82,91.9,C,N,461.37
28.9,71.94,1007.29,64.77,A,N,427.41
5.49,38.5,1012.18,79.33,C,N,490.84
12.91,42.07,1018.4,86.5,C,Y,466.05
9.45,41.4,1027.34,86.66,A,Y,475.49
27.47,69.98,1008.53,58.72,B,Y,431.11
5.79,39.61,1021.64,85.41,C,N,489.6
21.92,49.02,1009.29,88.56,B,N,443.31
27.07,65.59,1012.14,63.93,B,Y,442.71
20.6,66.86,1013.08,62.48,A,Y,451.44
30.73,69.89,1015,58.9,B,N,426.79
26.31,48.6,1002.64,60.04,C,Y,440.06
19.98,49.15,1021.56,63.89,B,Y,457.54
21.31,58.66,1012.67,69.36,A,N,451.96
11.48,44.58,1016.43,80.15,C,N,478.53
23.33,73.18,1012.51,91.29,A,Y,436.33
14.05,40.71,1016.36,68.58,C,Y,465.74
10.06,34.69,1027.9,71.73,C,N,477.68
